age;job;marital;education;default;housing;loan;contact;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
55;blue-collar;married;basic;unknown;no;no;cellular;0;999;1;unknown;1.4;93.444;-36.1;4.964;5228.1;no
22;unemployed;single;high.school;no;yes;no;cellular;3;999;2;unknown;-2.9;92.469;-33.6;1.059;5076.2;yes
53;blue-collar;married;basic;unknown;unknown;unknown;telephone;3;999;0;unknown;1.4;94.465;-41.8;4.967;5228.1;no
44;admin.;single;high.school;yes;yes;no;cellular;2;999;2;unknown;1.4;93.918;-42.7;4.963;5228.1;no
32;admin.;married;high.school;no;no;no;cellular;1;999;-1;unknown;-1.8;93.075;-47.1;1.41;5099.1;no
43;technician;married;university.degree;no;no;no;telephone;5;999;2;unknown;1.4;94.465;-41.8;4.947;5228.1;no
29;admin.;married;university.degree;no;no;no;cellular;2;999;-1;unknown;1.4;93.444;-36.1;4.963;5228.1;no
29;admin.;single;university.degree;no;yes;no;cellular;1;999;0;unknown;1.4;93.444;-36.1;4.963;5228.1;no
50;technician;married;professional.course;no;no;no;cellular;2;999;2;unknown;1.4;93.444;-36.1;4.965;5228.1;no
20;student;single;high.school;no;no;no;telephone;5;24;4;success;-2.9;92.201;-31.4;0.869;5076.2;no
33;blue-collar;married;professional.course;no;yes;no;cellular;1;999;0;unknown;-2.9;92.963;-40.8;1.26;5076.2;no
37;services;married;high.school;yes;yes;no;telephone;5;999;1;unknown;1.4;93.918;-42.7;4.96;5228.1;no
73;other;married;professional.course;no;no;no;cellular;1;999;2;unknown;-1.8;93.749;-34.6;0.64;5008.7;yes
51;blue-collar;married;basic;no;yes;yes;cellular;4;999;1;unknown;1.4;93.444;-36.1;4.963;5228.1;no
45;technician;married;university.degree;no;no;no;cellular;5;999;1;unknown;1.4;93.918;-42.7;4.96;5228.1;no
50;services;married;high.school;no;yes;no;cellular;7;999;1;unknown;1.4;93.918;-42.7;4.957;5228.1;no
58;other;married;professional.course;no;no;no;telephone;1;999;1;fail;-1.1;94.199;-37.5;0.879;4963.6;no
31;technician;unknown;professional.course;no;yes;no;cellular;2;999;-1;unknown;1.4;93.918;-42.7;4.961;5228.1;no
23;blue-collar;married;basic;no;yes;no;cellular;3;999;0;unknown;1.4;93.918;-42.7;4.962;5228.1;no
47;unknown;divorced;university.degree;unknown;yes;yes;cellular;5;999;2;unknown;1.4;93.444;-36.1;4.964;5228.1;no
36;blue-collar;married;basic;no;unknown;no;telephone;6;999;-1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
28;blue-collar;single;basic;unknown;yes;no;cellular;3;999;2;unknown;-1.8;93.075;-47.1;1.41;5099.1;no
31;technician;single;professional.course;no;no;no;telephone;0;999;0;unknown;-1.7;94.027;-38.3;0.904;4991.6;no
38;services;single;high.school;no;yes;yes;cellular;2;999;3;fail;-1.8;92.893;-46.2;1.266;5099.1;yes
21;student;single;basic;no;no;yes;cellular;2;999;-1;unknown;-1.8;92.893;-46.2;1.259;5099.1;no
36;technician;married;professional.course;no;unknown;yes;cellular;3;999;0;unknown;-1.8;92.843;-50.0;1.757;5099.1;yes
69;other;married;basic;no;yes;no;cellular;4;999;1;unknown;-3.4;92.649;-30.1;0.716;5017.5;yes
48;technician;married;professional.course;no;no;no;telephone;3;999;1;unknown;1.1;93.994;-36.4;4.856;5191.0;no
27;admin.;single;high.school;no;yes;no;cellular;1;999;0;unknown;-1.8;93.075;-47.1;1.405;5099.1;yes
49;services;married;high.school;no;yes;no;telephone;4;999;2;unknown;1.1;93.994;-36.4;4.859;5191.0;no
30;services;married;basic;no;no;no;cellular;0;999;1;unknown;1.4;93.918;-42.7;4.957;5228.1;no
57;technician;married;basic;unknown;yes;no;telephone;3;999;1;unknown;1.1;93.994;-36.4;4.858;5191.0;no
48;admin.;single;university.degree;no;yes;no;cellular;3;999;2;fail;-2.9;92.201;-31.4;0.869;5076.2;no
31;admin.;married;university.degree;no;no;no;telephone;1;999;-1;unknown;1.4;93.444;-36.1;4.963;5228.1;no
49;blue-collar;married;basic;unknown;no;no;telephone;5;999;-1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
47;technician;married;university.degree;unknown;no;yes;cellular;4;999;0;unknown;-1.8;92.893;-46.2;1.334;5099.1;no
34;blue-collar;married;basic;no;yes;no;cellular;6;999;4;fail;-1.8;93.075;-47.1;1.405;5099.1;no
45;entrepreneur;married;university.degree;unknown;no;no;telephone;5;999;0;unknown;1.1;93.994;-36.4;4.858;5191.0;no
53;blue-collar;married;basic;unknown;no;no;telephone;4;999;-1;unknown;1.1;93.994;-36.4;4.858;5191.0;no
32;admin.;married;university.degree;no;yes;yes;cellular;2;999;0;unknown;1.4;93.444;-36.1;4.964;5228.1;no
38;blue-collar;divorced;basic;no;no;no;telephone;7;999;0;unknown;1.1;93.994;-36.4;4.857;5191.0;no
33;unemployed;married;basic;unknown;unknown;unknown;telephone;6;999;2;unknown;1.1;93.994;-36.4;4.86;5191.0;no
27;student;single;university.degree;no;yes;unknown;telephone;18;999;0;unknown;1.1;93.994;-36.4;4.856;5191.0;no
59;blue-collar;married;high.school;no;no;no;cellular;3;7;2;success;-3.4;92.431;-26.9;0.724;5017.5;no
47;blue-collar;married;basic;no;yes;no;cellular;3;999;0;unknown;1.4;93.444;-36.1;4.964;5228.1;no
30;admin.;single;university.degree;unknown;no;no;telephone;18;999;-1;unknown;1.4;94.465;-41.8;4.959;5228.1;no
36;admin.;single;university.degree;unknown;no;no;telephone;17;999;-1;unknown;1.4;94.465;-41.8;4.866;5228.1;no
37;technician;married;professional.course;no;yes;no;cellular;2;999;1;fail;-1.8;93.075;-47.1;1.365;5099.1;no
53;other;married;high.school;no;no;no;cellular;4;999;-1;unknown;1.4;93.444;-36.1;4.967;5228.1;no
32;technician;married;professional.course;no;no;no;cellular;4;999;2;unknown;1.4;93.444;-36.1;4.963;5228.1;no
51;technician;married;high.school;no;yes;no;telephone;1;999;0;fail;-0.1;93.2;-42.0;4.076;5195.8;no
59;other;married;university.degree;no;yes;no;cellular;4;999;0;unknown;-3.4;92.649;-30.1;0.722;5017.5;no
44;other;married;basic;no;no;no;telephone;3;999;0;unknown;1.1;93.994;-36.4;4.857;5191.0;no
33;admin.;single;university.degree;no;yes;no;cellular;2;999;1;unknown;-1.8;93.075;-47.1;1.365;5099.1;no
50;admin.;married;high.school;unknown;yes;no;telephone;3;999;1;unknown;1.4;94.465;-41.8;4.961;5228.1;no
39;unemployed;single;professional.course;no;no;no;cellular;5;23;3;success;-1.1;94.601;-49.5;1.029;4963.6;no
28;unknown;single;university.degree;no;yes;no;telephone;11;999;2;unknown;1.4;93.918;-42.7;4.962;5228.1;no
36;admin.;married;university.degree;no;no;no;cellular;3;999;3;fail;-0.1;93.2;-42.0;4.153;5195.8;no
22;student;single;university.degree;unknown;yes;no;cellular;4;999;2;unknown;1.4;93.918;-42.7;4.958;5228.1;no
53;other;married;other;no;no;no;cellular;1;999;1;fail;-2.9;92.963;-40.8;1.268;5076.2;no
39;admin.;married;university.degree;no;no;no;cellular;13;999;1;unknown;1.4;93.444;-36.1;4.962;5228.1;no
45;services;married;other;no;yes;no;cellular;3;999;-1;unknown;1.4;93.444;-36.1;4.964;5228.1;no
60;other;married;basic;unknown;yes;yes;cellular;6;999;2;unknown;1.4;93.444;-36.1;4.965;5228.1;no
59;other;married;basic;unknown;no;no;telephone;1;999;2;unknown;1.4;94.465;-41.8;4.959;5228.1;no
35;technician;single;university.degree;no;yes;yes;cellular;1;999;5;fail;-1.7;94.055;-39.8;0.739;4991.6;no
40;blue-collar;married;basic;unknown;no;no;cellular;4;999;-1;unknown;-1.8;92.893;-46.2;1.327;5099.1;no
23;blue-collar;single;high.school;no;yes;no;cellular;3;999;0;unknown;1.4;93.918;-42.7;4.962;5228.1;no
45;technician;married;other;unknown;no;no;telephone;3;999;-1;unknown;1.1;93.994;-36.4;4.86;5191.0;no
38;unemployed;married;high.school;no;yes;no;telephone;4;999;0;unknown;1.4;94.465;-41.8;4.961;5228.1;no
36;blue-collar;married;basic;no;yes;no;cellular;2;22;2;success;-1.8;92.893;-46.2;1.266;5099.1;no
60;blue-collar;married;basic;no;yes;no;cellular;3;999;1;unknown;1.4;93.918;-42.7;4.962;5228.1;no
33;technician;single;high.school;no;no;no;telephone;8;999;-1;unknown;-1.8;92.893;-46.2;1.291;5099.1;no
42;blue-collar;married;basic;no;no;no;telephone;2;999;2;unknown;1.1;93.994;-36.4;4.856;5191.0;no
36;technician;unknown;high.school;no;no;yes;cellular;0;999;2;unknown;1.4;93.918;-42.7;4.963;5228.1;no
58;admin.;divorced;university.degree;yes;yes;no;cellular;6;999;-1;unknown;1.4;93.444;-36.1;4.965;5228.1;no
33;blue-collar;married;basic;yes;no;no;cellular;10;999;-1;unknown;-1.8;92.893;-46.2;1.25;5099.1;no
54;other;married;university.degree;no;yes;no;cellular;3;999;0;unknown;-3.4;92.649;-30.1;0.719;5017.5;no
56;other;single;other;unknown;no;no;cellular;7;999;-1;unknown;1.4;93.918;-42.7;4.962;5228.1;no
34;technician;married;university.degree;no;no;yes;telephone;0;999;1;unknown;1.4;94.465;-41.8;4.961;5228.1;no
34;admin.;single;high.school;unknown;yes;no;cellular;0;999;-1;unknown;-1.8;92.893;-46.2;1.266;5099.1;no
24;self-employed;single;university.degree;no;yes;no;cellular;4;999;1;unknown;-1.1;94.199;-37.5;0.878;4963.6;no
28;technician;single;professional.course;no;no;no;telephone;5;999;-1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
47;admin.;married;other;unknown;no;no;telephone;2;999;0;unknown;1.1;93.994;-36.4;4.857;5191.0;no
75;other;married;professional.course;unknown;yes;no;cellular;3;17;3;success;-1.7;94.055;-39.8;0.761;4991.6;yes
45;entrepreneur;unknown;basic;no;no;no;telephone;4;999;2;unknown;1.1;93.994;-36.4;4.857;5191.0;no
36;admin.;married;university.degree;no;yes;yes;cellular;4;999;2;unknown;1.4;93.444;-36.1;4.968;5228.1;no
40;admin.;married;high.school;unknown;no;no;cellular;5;999;0;unknown;1.4;93.918;-42.7;4.962;5228.1;no
40;services;married;high.school;no;yes;no;cellular;5;999;2;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
26;unknown;single;university.degree;no;yes;no;cellular;3;999;2;unknown;-1.7;94.055;-39.8;0.767;4991.6;no
40;services;married;basic;no;no;no;telephone;4;999;1;unknown;1.4;94.465;-41.8;4.864;5228.1;no
24;admin.;single;high.school;no;no;yes;telephone;5;999;1;unknown;1.1;93.994;-36.4;4.858;5191.0;no
33;blue-collar;single;basic;unknown;yes;no;telephone;3;999;-1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
42;other;single;high.school;no;no;no;cellular;4;999;2;unknown;-1.7;94.027;-38.3;0.896;4991.6;yes
28;services;married;high.school;unknown;unknown;unknown;telephone;3;999;-1;unknown;1.4;94.465;-41.8;4.967;5228.1;no
47;blue-collar;married;basic;no;unknown;unknown;telephone;0;999;1;unknown;1.4;94.465;-41.8;4.967;5228.1;no
68;other;married;basic;unknown;no;no;cellular;4;26;5;fail;-1.1;94.601;-49.5;0.965;4963.6;no
36;blue-collar;married;basic;no;no;no;telephone;2;999;1;unknown;-1.8;92.893;-46.2;1.313;5099.1;no
35;services;single;high.school;no;no;no;cellular;4;999;2;unknown;-3.4;92.431;-26.9;0.728;5017.5;yes
39;technician;married;professional.course;no;no;no;cellular;1;999;0;fail;-0.1;93.2;-42.0;4.153;5195.8;no
57;other;married;basic;unknown;yes;no;cellular;1;999;0;unknown;1.4;93.444;-36.1;4.965;5228.1;no
29;unemployed;married;high.school;no;yes;no;telephone;15;999;-1;unknown;1.4;94.465;-41.8;4.959;5228.1;no
44;admin.;divorced;basic;no;yes;no;cellular;7;999;3;fail;-1.8;92.893;-46.2;1.244;5099.1;no
45;technician;married;university.degree;no;unknown;no;telephone;5;999;-1;unknown;1.1;93.994;-36.4;4.856;5191.0;no
29;blue-collar;married;basic;no;yes;no;cellular;1;999;1;unknown;-1.8;92.893;-46.2;1.327;5099.1;no
39;services;married;high.school;no;no;no;telephone;6;999;2;unknown;1.1;93.994;-36.4;4.864;5191.0;no
32;services;married;high.school;unknown;yes;no;telephone;5;999;0;unknown;-1.8;92.893;-46.2;1.334;5099.1;no
38;admin.;married;professional.course;no;no;no;cellular;2;999;0;unknown;1.4;93.444;-36.1;4.966;5228.1;no
37;blue-collar;married;basic;no;yes;unknown;cellular;2;999;1;fail;-0.1;93.2;-42.0;4.153;5195.8;no
47;admin.;married;high.school;unknown;yes;no;cellular;3;999;-1;unknown;1.4;93.444;-36.1;4.967;5228.1;no
34;technician;single;professional.course;no;yes;no;cellular;1;999;0;unknown;1.4;93.918;-42.7;4.963;5228.1;no
41;unemployed;unknown;professional.course;no;yes;no;telephone;6;999;0;unknown;1.4;94.465;-41.8;4.959;5228.1;no
42;technician;married;basic;no;no;no;telephone;0;999;0;unknown;1.4;94.465;-41.8;4.866;5228.1;no
43;blue-collar;married;basic;unknown;no;no;telephone;2;999;1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
21;services;single;high.school;no;no;no;telephone;4;999;-1;unknown;1.4;94.465;-41.8;4.864;5228.1;no
24;technician;single;professional.course;unknown;no;no;telephone;4;999;2;unknown;1.1;93.994;-36.4;4.858;5191.0;no
30;admin.;married;university.degree;no;yes;no;cellular;5;999;0;fail;-1.8;92.893;-46.2;1.327;5099.1;no
32;unemployed;married;high.school;no;yes;no;cellular;2;999;1;unknown;1.4;93.918;-42.7;4.968;5228.1;no
37;blue-collar;married;basic;no;yes;yes;telephone;2;21;3;success;-0.1;93.2;-42.0;4.12;5195.8;no
33;blue-collar;married;basic;no;no;no;telephone;3;999;0;unknown;1.1;93.994;-36.4;4.857;5191.0;no
44;blue-collar;married;basic;no;no;no;cellular;6;999;-1;unknown;-1.8;92.893;-46.2;1.344;5099.1;no
27;admin.;single;university.degree;no;no;yes;telephone;9;999;2;unknown;1.1;93.994;-36.4;4.857;5191.0;no
60;other;married;basic;unknown;no;no;cellular;4;999;0;unknown;1.4;93.918;-42.7;4.96;5228.1;no
48;blue-collar;married;basic;unknown;yes;no;cellular;20;999;2;unknown;1.4;93.918;-42.7;4.962;5228.1;no
28;admin.;single;high.school;no;no;no;cellular;5;15;1;success;-3.4;92.649;-30.1;0.714;5017.5;yes
35;unemployed;divorced;high.school;unknown;yes;no;telephone;2;999;1;unknown;1.4;94.465;-41.8;4.961;5228.1;no
45;blue-collar;married;high.school;no;yes;no;cellular;2;999;0;fail;-1.8;92.893;-46.2;1.25;5099.1;yes
31;technician;single;high.school;no;yes;no;telephone;6;999;0;unknown;1.4;94.465;-41.8;4.866;5228.1;no
49;services;married;high.school;no;no;no;telephone;5;999;1;unknown;1.4;94.465;-41.8;4.961;5228.1;no
28;entrepreneur;single;basic;no;yes;no;cellular;7;999;0;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
38;technician;unknown;university.degree;no;no;no;telephone;4;999;1;unknown;1.1;93.994;-36.4;4.859;5191.0;no
26;admin.;single;other;no;yes;no;cellular;3;999;0;fail;-3.4;92.649;-30.1;0.714;5017.5;yes
35;admin.;married;university.degree;no;yes;no;telephone;2;999;0;unknown;1.1;93.994;-36.4;4.858;5191.0;no
39;technician;single;university.degree;no;yes;yes;cellular;2;999;2;unknown;-1.7;94.055;-39.8;0.742;4991.6;no
56;other;married;basic;no;no;no;telephone;3;999;0;unknown;1.1;93.994;-36.4;4.858;5191.0;no
34;blue-collar;married;basic;unknown;no;yes;telephone;3;999;-1;unknown;-1.8;92.893;-46.2;1.266;5099.1;no
27;admin.;married;high.school;no;unknown;no;cellular;6;999;1;unknown;1.4;93.918;-42.7;4.96;5228.1;no
39;technician;married;professional.course;unknown;no;no;cellular;5;999;2;unknown;1.4;93.918;-42.7;4.963;5228.1;no
55;other;married;basic;no;yes;yes;cellular;4;999;0;unknown;-2.9;92.201;-31.4;0.834;5076.2;no
30;technician;married;university.degree;no;no;no;cellular;10;999;0;unknown;-1.8;92.893;-46.2;1.27;5099.1;no
39;entrepreneur;married;university.degree;no;yes;no;cellular;4;35;1;success;-1.7;94.027;-38.3;0.898;4991.6;yes
23;admin.;single;other;no;yes;no;telephone;7;999;-1;unknown;-3.4;92.649;-30.1;0.714;5017.5;no
51;technician;married;university.degree;no;yes;no;cellular;5;999;2;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
33;admin.;single;university.degree;no;no;no;telephone;2;999;-1;unknown;-0.1;93.2;-42.0;4.12;5195.8;no
38;technician;single;professional.course;no;yes;no;cellular;4;999;0;fail;-1.8;93.075;-47.1;1.405;5099.1;no
48;self-employed;married;basic;unknown;no;no;cellular;3;999;2;unknown;-1.8;92.893;-46.2;1.266;5099.1;no
42;admin.;divorced;university.degree;no;no;no;telephone;2;999;1;unknown;1.4;94.465;-41.8;4.967;5228.1;no
54;entrepreneur;married;high.school;no;yes;no;cellular;5;999;0;fail;-2.9;92.201;-31.4;0.884;5076.2;no
57;blue-collar;married;basic;unknown;yes;no;telephone;2;999;0;unknown;1.1;93.994;-36.4;4.857;5191.0;no
36;services;single;high.school;no;yes;yes;cellular;1;999;2;unknown;-1.8;92.893;-46.2;1.327;5099.1;no
28;services;single;high.school;no;no;no;cellular;3;999;1;unknown;1.4;93.918;-42.7;4.963;5228.1;no
79;other;divorced;basic;no;yes;no;cellular;2;999;-1;unknown;-1.8;93.749;-34.6;0.644;5008.7;no
28;blue-collar;single;basic;no;no;no;cellular;4;999;2;unknown;1.4;93.918;-42.7;4.961;5228.1;yes
57;technician;married;basic;unknown;no;no;telephone;10;999;0;unknown;1.1;93.994;-36.4;4.864;5191.0;no
51;blue-collar;single;basic;unknown;yes;no;cellular;3;999;2;unknown;-1.8;92.893;-46.2;1.299;5099.1;no
36;admin.;single;university.degree;no;yes;no;cellular;0;999;0;unknown;1.4;93.444;-36.1;4.965;5228.1;no
40;blue-collar;married;high.school;unknown;yes;no;cellular;5;999;3;fail;-1.8;92.893;-46.2;1.291;5099.1;no
34;technician;married;high.school;unknown;unknown;no;cellular;3;999;-1;unknown;-1.8;92.893;-46.2;1.313;5099.1;no
50;other;married;other;unknown;yes;no;telephone;7;999;-1;unknown;1.4;94.465;-41.8;4.959;5228.1;no
39;blue-collar;single;university.degree;unknown;no;no;cellular;3;999;2;fail;-1.8;92.893;-46.2;1.327;5099.1;no
54;blue-collar;married;basic;unknown;yes;no;cellular;4;999;0;unknown;1.4;93.444;-36.1;4.965;5228.1;no
42;unknown;married;professional.course;unknown;no;yes;telephone;8;999;0;unknown;1.4;93.444;-36.1;4.963;5228.1;no
34;technician;divorced;professional.course;no;yes;no;telephone;2;999;2;unknown;-1.7;94.215;-40.3;0.84;4991.6;no
32;student;single;other;unknown;no;no;telephone;1;999;2;unknown;1.1;93.994;-36.4;4.857;5191.0;no
29;admin.;single;high.school;no;no;no;cellular;5;20;3;success;-1.1;94.199;-37.5;0.879;4963.6;yes
46;self-employed;divorced;university.degree;no;yes;no;cellular;7;999;0;unknown;1.4;93.918;-42.7;4.962;5228.1;no
39;other;single;professional.course;no;yes;no;cellular;11;999;-1;unknown;1.4;93.918;-42.7;4.963;5228.1;no
36;unemployed;single;university.degree;no;yes;no;cellular;1;999;2;unknown;-1.8;93.075;-47.1;1.423;5099.1;yes
42;admin.;married;basic;unknown;yes;yes;cellular;2;999;1;fail;-1.8;92.893;-46.2;1.266;5099.1;no
32;technician;married;professional.course;no;yes;yes;cellular;4;999;0;unknown;1.4;93.444;-36.1;4.963;5228.1;no
32;admin.;single;basic;no;no;no;cellular;4;999;2;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
38;self-employed;married;university.degree;no;yes;no;cellular;4;999;0;unknown;1.4;93.444;-36.1;4.964;5228.1;no
57;other;married;basic;unknown;no;no;telephone;6;999;0;unknown;1.1;93.994;-36.4;4.857;5191.0;no
28;services;single;university.degree;no;yes;yes;cellular;2;999;1;fail;-1.8;92.893;-46.2;1.291;5099.1;no
33;blue-collar;single;basic;no;yes;no;cellular;2;999;2;unknown;1.4;93.918;-42.7;4.962;5228.1;no
40;admin.;single;high.school;no;yes;no;cellular;1;999;1;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
26;services;single;high.school;no;yes;no;cellular;1;999;1;unknown;-1.8;92.893;-46.2;1.299;5099.1;no
53;other;married;high.school;no;yes;no;cellular;1;999;2;unknown;-2.9;92.963;-40.8;1.26;5076.2;no
53;blue-collar;married;basic;unknown;yes;no;cellular;4;999;1;unknown;-1.8;92.893;-46.2;1.281;5099.1;yes
30;technician;married;high.school;no;no;no;cellular;2;999;1;unknown;1.4;93.918;-42.7;4.96;5228.1;no
91;other;married;other;no;no;yes;cellular;3;4;1;success;-1.7;94.027;-38.3;0.904;4991.6;yes
44;services;married;high.school;unknown;yes;no;cellular;4;999;-1;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
39;technician;married;professional.course;no;yes;yes;cellular;6;999;1;unknown;1.4;93.918;-42.7;4.968;5228.1;no
32;admin.;single;university.degree;no;no;no;cellular;5;999;2;unknown;-1.7;94.027;-38.3;0.899;4991.6;no
54;technician;married;basic;unknown;no;no;telephone;9;999;-1;unknown;1.1;93.994;-36.4;4.855;5191.0;no
39;technician;married;professional.course;no;no;no;cellular;5;999;1;fail;-1.8;93.749;-34.6;0.64;5008.7;no
36;admin.;single;university.degree;no;yes;no;cellular;0;999;1;unknown;-0.1;93.2;-42.0;4.12;5195.8;no
46;blue-collar;divorced;basic;no;no;yes;cellular;3;999;2;unknown;1.4;93.918;-42.7;4.962;5228.1;no
30;services;single;high.school;no;yes;no;cellular;5;999;0;unknown;1.4;93.918;-42.7;4.968;5228.1;no
28;admin.;single;university.degree;no;no;no;telephone;4;999;0;unknown;1.1;93.994;-36.4;4.855;5191.0;no
64;other;married;high.school;no;yes;no;cellular;0;999;2;unknown;-3.4;92.431;-26.9;0.74;5017.5;no
64;other;married;university.degree;no;no;no;cellular;3;21;4;success;-3.4;92.649;-30.1;0.714;5017.5;yes
30;technician;married;professional.course;no;no;unknown;cellular;3;999;1;unknown;1.4;93.444;-36.1;4.964;5228.1;no
36;blue-collar;divorced;university.degree;no;yes;no;cellular;4;999;1;unknown;-2.9;92.963;-40.8;1.266;5076.2;no
45;blue-collar;married;basic;no;yes;yes;telephone;2;999;2;unknown;1.4;94.465;-41.8;4.967;5228.1;no
32;admin.;single;high.school;no;no;no;cellular;3;999;5;fail;-3.4;92.649;-30.1;0.714;5017.5;no
37;blue-collar;married;other;no;no;no;telephone;2;999;1;unknown;1.4;94.465;-41.8;4.961;5228.1;no
38;blue-collar;single;high.school;no;no;no;telephone;4;999;1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
32;admin.;single;university.degree;no;no;no;telephone;2;999;0;unknown;1.4;94.465;-41.8;4.967;5228.1;no
34;services;married;high.school;no;no;no;cellular;3;999;0;unknown;-0.1;93.2;-42.0;4.191;5195.8;no
34;technician;married;high.school;unknown;no;no;cellular;4;999;-1;unknown;1.4;93.444;-36.1;4.963;5228.1;no
44;other;married;basic;no;yes;no;telephone;44;999;-1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
36;services;single;basic;unknown;yes;yes;telephone;1;999;-1;unknown;1.1;93.994;-36.4;4.858;5191.0;no
43;admin.;married;other;no;no;no;cellular;3;999;2;unknown;-2.9;92.963;-40.8;1.268;5076.2;yes
28;admin.;single;university.degree;no;no;no;cellular;3;999;-1;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
51;admin.;single;high.school;no;yes;no;cellular;1;999;3;fail;-1.8;92.893;-46.2;1.344;5099.1;no
59;other;married;basic;no;yes;no;telephone;3;999;1;unknown;1.4;94.465;-41.8;4.961;5228.1;no
42;blue-collar;divorced;basic;unknown;yes;no;telephone;1;999;0;unknown;1.1;93.994;-36.4;4.86;5191.0;no
54;technician;married;professional.course;unknown;no;no;cellular;1;999;-1;unknown;1.4;93.918;-42.7;4.962;5228.1;no
38;technician;single;university.degree;no;yes;no;cellular;2;999;-1;unknown;1.4;93.444;-36.1;4.962;5228.1;no
36;unemployed;married;basic;unknown;yes;unknown;telephone;1;999;0;unknown;1.1;93.994;-36.4;4.857;5191.0;no
36;admin.;married;university.degree;no;yes;no;cellular;3;999;1;unknown;1.4;93.444;-36.1;4.964;5228.1;no
35;services;divorced;basic;no;yes;no;cellular;1;999;0;unknown;1.4;93.918;-42.7;4.957;5228.1;no
34;technician;married;professional.course;no;yes;no;cellular;0;999;1;unknown;-1.8;92.893;-46.2;1.299;5099.1;no
30;unemployed;married;professional.course;no;yes;no;cellular;1;999;-1;unknown;-1.8;92.893;-46.2;1.291;5099.1;no
34;technician;married;professional.course;no;yes;no;cellular;4;999;1;unknown;1.4;93.444;-36.1;4.963;5228.1;no
26;student;married;university.degree;no;yes;yes;telephone;6;999;-1;unknown;-1.8;93.075;-47.1;1.41;5099.1;no
23;admin.;single;high.school;no;no;no;telephone;6;999;1;unknown;1.1;93.994;-36.4;4.856;5191.0;no
34;other;married;basic;no;no;no;cellular;2;999;1;unknown;1.4;93.444;-36.1;4.965;5228.1;no
41;other;unknown;high.school;no;yes;no;cellular;6;999;0;fail;-1.8;92.893;-46.2;1.334;5099.1;no
49;admin.;married;university.degree;unknown;no;no;cellular;0;999;1;unknown;1.4;93.918;-42.7;4.96;5228.1;no
42;admin.;single;university.degree;no;no;yes;telephone;0;999;0;unknown;1.4;94.465;-41.8;4.864;5228.1;no
35;blue-collar;married;basic;no;yes;no;telephone;6;999;2;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
31;admin.;single;university.degree;no;yes;no;telephone;0;999;1;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
33;blue-collar;divorced;basic;no;yes;no;cellular;6;999;1;unknown;1.4;93.918;-42.7;4.962;5228.1;no
96;other;married;basic;unknown;yes;no;cellular;3;999;-1;unknown;-3.4;92.431;-26.9;0.73;5017.5;yes
82;other;married;basic;no;no;no;cellular;4;4;2;success;-1.8;93.876;-40.0;0.697;5008.7;yes
43;technician;married;professional.course;no;yes;no;cellular;1;999;0;unknown;1.4;93.444;-36.1;4.962;5228.1;no
42;admin.;married;university.degree;unknown;no;no;cellular;0;999;2;unknown;1.4;93.444;-36.1;4.966;5228.1;no
38;admin.;single;high.school;no;no;yes;telephone;4;999;-1;unknown;1.1;93.994;-36.4;4.855;5191.0;no
51;blue-collar;divorced;basic;no;yes;no;cellular;0;999;0;unknown;1.4;93.918;-42.7;4.961;5228.1;no
40;admin.;divorced;high.school;no;yes;yes;cellular;3;999;-1;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
44;technician;single;university.degree;no;yes;yes;cellular;10;999;-1;unknown;1.4;93.444;-36.1;4.965;5228.1;no
57;other;married;basic;unknown;yes;no;telephone;2;999;2;unknown;1.4;94.465;-41.8;4.959;5228.1;no
37;blue-collar;single;basic;no;yes;unknown;cellular;0;999;1;unknown;-1.8;92.893;-46.2;1.266;5099.1;no
40;blue-collar;single;basic;no;no;no;cellular;2;999;2;unknown;-1.8;92.893;-46.2;1.266;5099.1;no
51;technician;married;university.degree;no;yes;no;cellular;3;999;0;unknown;-2.9;92.201;-31.4;0.884;5076.2;no
50;entrepreneur;married;basic;no;yes;no;cellular;4;999;0;unknown;-0.1;93.2;-42.0;4.191;5195.8;no
44;blue-collar;married;basic;no;no;no;telephone;4;999;-1;unknown;1.4;93.918;-42.7;4.961;5228.1;no
39;technician;married;professional.course;unknown;no;no;telephone;4;999;-1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
30;admin.;married;professional.course;no;no;no;cellular;5;999;2;unknown;-1.7;94.027;-38.3;0.896;4991.6;yes
